Education Level,GPA,Subjects_Unknown,Subjects_-,Subjects_Digital Marketing,"Subjects_Mathematics, Algorithms",Subjects_Marketing,"Subjects_Python, Machine Learning, Mathematics","Subjects_Data Structures, Programming","Subjects_Pharmacology, Anatomy",Subjects_Mathematics,"Subjects_Data Mining, Statistics","Subjects_Mathematics, Algorithms, Computer Science","Subjects_Advertising, Communications","Subjects_Creative Writing, Art","Subjects_Mathematics, Curriculum","Subjects_Curriculum, Education","Subjects_Nursing, Medicine, Biology","Subjects_Computer Graphics, Art, Creative Writing",Subjects_Psychology,Subjects_Advertising,"Subjects_Analysis, Academia","Subjects_Accounting, Finance, Business","Subjects_Research Methods, Analysis","Subjects_Software Engineering, Computer Science","Subjects_Visual Arts, Art","Subjects_Software Engineering, Computer Science, Programming","Subjects_Child Development, English",Subjects_Academia,Subjects_Research Methods,Subjects_Critical Thinking,"Subjects_Chemistry, Medicine","Subjects_Statistics, Mathematics","Subjects_Academia, Critical Thinking, Statistics","Subjects_Computer Science, Software Engineering","Subjects_Computer Science, Data Structures, Algorithms","Subjects_Visual Arts, Creative Writing, User Experience, Computer Graphics","Subjects_Computer Science, Statistics","Subjects_Data Mining, Computer Science","Subjects_Mathematics, Algorithms, Software Engineering","Subjects_Data Mining, Machine Learning","Subjects_Education, Child Development, Mathematics, Curriculum","Subjects_Advertising, Psychology","Subjects_Marketing, Digital Marketing, Communications","Subjects_Curriculum, Education, English, Child Development","Subjects_Art, Creative Writing","Subjects_Accounting, Statistics","Subjects_Business, Communications","Subjects_Business, Marketing, Psychology","Subjects_Psychology, Mathematics","Subjects_Mathematics, Business","Subjects_Economics, Mathematics",Skills_Unknown,Skills_-,"Skills_Curriculum Development, Communication","Skills_Cpr, Medical Equipment",Skills_Financial Modeling,"Skills_Patient Care, Medical Equipment","Skills_Classroom Management, Communication",Skills_Email Marketing,Skills_Content Creation,Skills_Investment Analysis,"Skills_Accounting, Investment Analysis","Skills_Medical Equipment, Patient Care","Skills_Medical Terminology, Electronic Health Records, Medical Equipment, Cpr","Skills_Assessment, Technology Integration, Communication","Skills_Medical Equipment, Patient Care, Cpr","Skills_Patient Care, Electronic Health Records, Medical Terminology, Medical Equipment, Cpr","Skills_Academic Writing, Literature Review, Data Collection","Skills_Classroom Management, Curriculum Development",Skills_Classroom Management,Skills_Assessment,Skills_Technology Integration,Skills_Social Media,"Skills_Content Creation, Social Media","Skills_Curriculum Development, Communication, Classroom Management, Technology Integration, Assessment","Skills_Communication, Technology Integration, Assessment","Skills_Risk Analysis, Investment Analysis","Skills_Patient Care, Cpr, Medical Equipment, Electronic Health Records, Medical Terminology","Skills_Assessment, Communication, Curriculum Development","Skills_Analytics, Adobe Creative Suite","Skills_Bloomberg Terminal, Financial Modeling",Skills_Literature Review,"Skills_Analytics, Email Marketing, Content Creation","Skills_Patient Care, Electronic Health Records","Skills_Adobe Photoshop, Color Theory, Ui/Ux Design, Sketch","Skills_Bloomberg Terminal, Financial Modeling, Excel, Accounting",Skills_Excel,Skills_Risk Analysis,Skills_Bloomberg Terminal,"Skills_Statistics, Sql, R","Skills_Communication, Classroom Management, Technology Integration, Curriculum Development","Skills_Ui/Ux Design, Sketch, Typography, Figma, Adobe Photoshop","Skills_Content Creation, Analytics, Seo, Social Media","Skills_Spss, Data Collection","Skills_Statistics, Excel","Skills_Assessment, Technology Integration","Skills_Curriculum Development, Technology Integration, Classroom Management","Skills_Data Collection, Literature Review, Spss, Survey Design","Skills_Tableau, Sql",Skills_Adobe Creative Suite,Skills_Seo,Interests_Unknown,"Interests_Curriculum Design, Education Policy","Interests_Analysis, Investigation","Interests_Machine Learning, Big Data","Interests_Health & Wellness, Medical Research, Helping Others",Interests_-,"Interests_User Experience, Visual Design","Interests_Startups, Problem Solving","Interests_Ai, Analytics, Statistics","Interests_Health & Wellness, Medicine","Interests_Patient Care, Medical Research, Health & Wellness, Helping Others","Interests_Digital Trends, Social Media, Consumer Behavior","Interests_Statistics, Visualization","Interests_Visual Design, Art","Interests_User Experience, Art","Interests_User Experience, Innovation, Art","Interests_Aesthetics, Creativity, User Experience","Interests_Gaming, Technology, Problem Solving",Interests_Visual Design,Interests_Innovation,"Interests_Teaching, Learning, Mentoring","Interests_Technology, Innovation, Open Source, Startups","Interests_Helping Others, Medical Research, Health & Wellness","Interests_Machine Learning, Analytics","Interests_Teaching, Curriculum Design, Education Policy","Interests_Investing, Risk Management","Interests_Medical Research, Helping Others, Patient Care","Interests_Statistics, Big Data","Interests_Investigation, Discovery","Interests_Creativity, Aesthetics, Innovation","Interests_Academic Writing, Analysis","Interests_Financial Planning, Risk Management","Interests_Helping Others, Health & Wellness","Interests_Problem Solving, Innovation","Interests_Patient Care, Medicine","Interests_Machine Learning, Visualization","Interests_Markets, Economics","Interests_Digital Trends, Consumer Behavior","Interests_Problem Solving, Startups","Interests_Analytics, Machine Learning, Big Data","Interests_Helping Others, Medical Research","Interests_Digital Trends, Consumer Behavior, Communication",Interests_Mentoring,"Interests_Branding, Consumer Behavior","Interests_Analysis, Academic Writing","Interests_Medicine, Health & Wellness","Interests_Trading, Risk Management, Investing","Interests_Critical Thinking, Investigation","Interests_Trading, Economics, Markets, Financial Planning","Interests_Creativity, Communication",Career Path
3,0.6600265604249669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance
1,0.7808764940239045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,research
1,0.43957503320053126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Education
5,0.6812749003984064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Design
2,0.7729083665338646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Research
4,0.44887118193891107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marketing
7,0.4355909694555113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Engineering
4,0.7729083665338646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Engineering
8,0.5630810092961488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Design
2,0.6135458167330679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software Engineering
